0.0 qid:4 1:32603.4958743836 2:1.0 3:1.0 4:0.01490764483295407 5:0.002583979328165375 6:0.0
0.0 qid:4 1:32603.4958743836 2:1.0 3:1.0 4:0.005342381979875544 5:0.0015503875968992248 6:0.0
0.5 qid:5 1:102427.546934636 2:2.0 3:3.0 4:0.07312949783790888 5:0.03772609819121447 6:0.0
0.0 qid:5 1:102427.546934636 2:2.0 3:3.0 4:0.3471594302909772 5:0.03772609819121447 6:0.0
0.0 qid:5 1:102427.546934636 2:2.0 3:3.0 4:6.470454153665985E-4 5:0.0020671834625322996 6:0.0
0.5 qid:7 1:20489.7684156557 2:0.0 3:0.0 4:0.6440458711508357 5:0.03462532299741602 6:0.0
0.0 qid:7 1:20489.7684156557 2:0.0 3:0.0 4:0.004788405028391552 5:0.026873385012919897 6:0.0
0.0 qid:7 1:20489.7684156557 2:0.0 3:0.0 4:0.006707678141122679 5:0.03462532299741602 6:0.0
0.0 qid:7 1:20489.7684156557 2:0.0 3:0.0 4:0.00629287585832689 5:0.03772609819121447 6:0.0
0.0 qid:7 1:20489.7684156557 2:0.0 3:0.0 4:0.0036012127545925906 5:0.0010335917312661498 6:0.0
0.0 qid:8 1:28691.6914572421 2:2.0 3:2.0 4:0.01254968408382172 5:0.0036175710594315244 6:0.0
0.0 qid:8 1:28691.6914572421 2:2.0 3:2.0 4:0.007583722370687112 5:0.02635658914728682 6:0.0
0.0 qid:8 1:28691.6914572421 2:2.0 3:2.0 4:0.07169299492630653 5:5.167958656330749E-4 6:0.0
0.0 qid:8 1:28691.6914572421 2:2.0 3:2.0 4:0.020532555945868062 5:0.0015503875968992248 6:0.0
0.0 qid:8 1:28691.6914572421 2:2.0 3:2.0 4:0.008943813712123418 5:0.0020671834625322996 6:0.0
0.03125 qid:9 1:17.6310243670667 2:1.0 3:1.0 4:4.43167379883916E-4 5:0.0015503875968992248 6:0.0
0.0 qid:9 1:23.9769219225805 2:1.0 3:1.0 4:6.322171731024379E-4 5:5.167958656330749E-4 6:0.0
0.0 qid:9 1:7.72448078871221 2:1.0 3:1.0 4:0.001850249837375668 5:0.0015503875968992248 6:0.0
0.0 qid:9 1:1.95900240303194 2:1.0 3:1.0 4:0.001898238496195007 5:5.167958656330749E-4 6:0.0
0.0 qid:9 1:1.95900240303194 2:1.0 3:1.0 4:5.369715588056978E-4 5:0.002583979328165375 6:0.0
0.0 qid:9 1:17.6310243670667 2:1.0 3:1.0 4:0.001898238496195007 5:5.167958656330749E-4 6:0.0
0.0 qid:9 1:7.72448078871221 2:1.0 3:1.0 4:0.001898238496195007 5:5.167958656330749E-4 6:0.0
0.0 qid:9 1:17.6310243670667 2:1.0 3:1.0 4:5.369715588056978E-4 5:0.002583979328165375 6:0.0
0.0 qid:9 1:7.72448078871221 2:1.0 3:1.0 4:5.369715588056978E-4 5:0.002583979328165375 6:0.0
0.0 qid:9 1:1.95900240303194 2:1.0 3:1.0 4:4.43167379883916E-4 5:0.0015503875968992248 6:0.0
0.0 qid:9 1:23.9769219225805 2:1.0 3:1.0 4:5.369715588056978E-4 5:0.002583979328165375 6:0.0
0.5 qid:10 1:38026.6190248461 2:2.0 3:2.0 4:0.07972410277562167 5:0.0015503875968992248 6:0.0
0.5 qid:10 1:38026.6190248461 2:2.0 3:2.0 4:0.031591278279295955 5:5.167958656330749E-4 6:0.0
0.3333333333333333 qid:10 1:38026.6190248461 2:2.0 3:2.0 4:0.5421224510564928 5:0.0103359173126615 6:0.0
0.0 qid:10 1:38026.6190248461 2:2.0 3:2.0 4:0.009805143889696643 5:5.167958656330749E-4 6:0.0
0.0 qid:10 1:38026.6190248461 2:2.0 3:2.0 4:0.010817169538819756 5:5.167958656330749E-4 6:0.0
0.0 qid:11 1:3645.18787518169 2:0.0 3:1.0 4:0.0049150857617351485 5:0.09095607235142118 6:0.0
0.0 qid:11 1:2.08272633762875 2:1.0 3:1.0 4:7.559183914573454E-4 5:0.0010335917312661498 6:0.0
0.0 qid:11 1:3645.18787518169 2:0.0 3:1.0 4:7.559183914573454E-4 5:0.0010335917312661498 6:0.0
0.0 qid:11 1:3645.18787518169 2:0.0 3:1.0 4:2.659078180441984E-4 5:5.167958656330749E-4 6:0.0
0.0 qid:11 1:13399.358023452 2:1.0 3:2.0 4:1.0962777495315423E-4 5:0.0010335917312661498 6:0.0
0.0 qid:11 1:13399.358023452 2:1.0 3:2.0 4:0.002585989508223461 5:0.0036175710594315244 6:0.0
0.0 qid:11 1:3645.18787518169 2:0.0 3:1.0 4:0.0019699115049170825 5:0.0010335917312661498 6:0.0
0.0 qid:11 1:13399.358023452 2:1.0 3:2.0 4:0.006527380194233935 5:0.0020671834625322996 6:0.0
0.0 qid:11 1:3645.18787518169 2:0.0 3:1.0 4:0.0352517987692072 5:0.0010335917312661498 6:0.0
0.5 qid:12 1:9336.80759164937 2:1.0 3:0.0 4:0.027292546415862796 5:0.016537467700258397 6:0.0
0.0 qid:12 1:9336.80759164937 2:1.0 3:0.0 4:0.04444299666026316 5:5.167958656330749E-4 6:0.0
0.0 qid:12 1:9336.80759164937 2:1.0 3:0.0 4:0.029817220077465425 5:0.09095607235142118 6:0.0
0.0 qid:12 1:9336.80759164937 2:1.0 3:0.0 4:0.17221338793723143 5:0.09095607235142118 6:0.0
0.0 qid:12 1:9336.80759164937 2:1.0 3:0.0 4:0.03648138369983078 5:0.0010335917312661498 6:0.0
0.0 qid:13 1:14056.3508523089 2:2.0 3:2.0 4:0.005696370112030175 5:5.167958656330749E-4 6:0.0
0.0 qid:13 1:14056.3508523089 2:2.0 3:2.0 4:0.007833024016172573 5:5.167958656330749E-4 6:0.0
0.0 qid:13 1:14056.3508523089 2:2.0 3:2.0 4:0.005892184032463473 5:5.167958656330749E-4 6:0.0
0.0 qid:13 1:14056.3508523089 2:2.0 3:2.0 4:0.03312542304997721 5:5.167958656330749E-4 6:0.0
0.0 qid:13 1:14056.3508523089 2:2.0 3:2.0 4:0.040451641326118164 5:5.167958656330749E-4 6:0.0
0.1 qid:14 1:24574.612145766 2:1.0 3:1.0 4:0.8129531026419019 5:0.03772609819121447 6:0.0
0.0 qid:14 1:24574.612145766 2:1.0 3:1.0 4:0.0038616274260824127 5:0.012919896640826873 6:0.0
0.0 qid:14 1:5.20474068543151 2:1.0 3:1.0 4:2.4576271360978754E-4 5:5.167958656330749E-4 6:0.0
0.0 qid:14 1:2.48923386902867 2:0.0 3:2.0 4:0.007666239810744825 5:5.167958656330749E-4 6:0.0
0.0 qid:14 1:5.20474068543151 2:1.0 3:1.0 4:1.6806518502105757E-4 5:5.167958656330749E-4 6:0.0
0.0 qid:14 1:2.48923386902867 2:0.0 3:2.0 4:0.0010294051334789494 5:0.002583979328165375 6:0.0
0.0 qid:14 1:24574.612145766 2:1.0 3:1.0 4:0.001893969266938687 5:0.008268733850129198 6:0.0
0.0 qid:14 1:2.48923386902867 2:0.0 3:2.0 4:0.0029950252090900926 5:5.167958656330749E-4 6:0.0
0.0 qid:14 1:5.20474068543151 2:1.0 3:1.0 4:6.59697201047244E-4 5:0.002583979328165375 6:0.0
0.0 qid:14 1:5.20474068543151 2:1.0 3:1.0 4:0.0017777494901852237 5:0.0010335917312661498 6:0.0
0.0 qid:14 1:24574.612145766 2:1.0 3:1.0 4:0.0020884144911914116 5:0.008268733850129198 6:0.0
0.0 qid:14 1:24574.612145766 2:1.0 3:1.0 4:0.002916839298584975 5:0.0031007751937984496 6:0.0
0.0 qid:14 1:5.20474068543151 2:1.0 3:1.0 4:1.8484023889388086E-4 5:5.167958656330749E-4 6:0.0
0.0 qid:14 1:2.48923386902867 2:0.0 3:2.0 4:0.0015164642773597258 5:0.03772609819121447 6:0.0
0.0 qid:14 1:2.48923386902867 2:0.0 3:2.0 4:5.240804986819788E-4 5:5.167958656330749E-4 6:0.0
0.0 qid:15 1:15787.7195011321 2:1.0 3:1.0 4:0.0010388986251132458 5:0.0010335917312661498 6:0.0
0.0 qid:15 1:15787.7195011321 2:1.0 3:1.0 4:0.0017437251493801194 5:0.008268733850129198 6:0.0
0.0 qid:15 1:15787.7195011321 2:1.0 3:1.0 4:0.009290816491343036 5:0.013953488372093023 6:0.0
0.0 qid:15 1:15787.7195011321 2:1.0 3:1.0 4:0.7457754461283046 5:0.014470284237726097 6:0.0
0.0 qid:15 1:15787.7195011321 2:1.0 3:1.0 4:0.006524516510608538 5:0.00516795865633075 6:0.0
0.0 qid:15 1:8.72350506042524 2:1.0 3:1.0 4:2.9239146258965243E-4 5:0.0010335917312661498 6:0.0
0.0 qid:15 1:8.72350506042524 2:1.0 3:1.0 4:5.713410349431306E-4 5:0.016020671834625324 6:0.0
0.5 qid:16 1:4.39293866515523 2:1.0 3:1.0 4:0.10994643327485501 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:1.29582841490894 2:0.0 3:0.0 4:0.0022184053162582033 5:5.167958656330749E-4 6:0.0
0.0 qid:16 1:1.29582841490894 2:0.0 3:0.0 4:0.1393316815479161 5:0.03824289405684755 6:0.0
0.0 qid:16 1:14.6049676857071 2:1.0 3:1.0 4:0.023885347234602387 5:0.03824289405684755 6:0.0
0.0 qid:16 1:14.6049676857071 2:1.0 3:1.0 4:0.003685661372930417 5:0.0020671834625322996 6:0.0
0.0 qid:16 1:13.9220989960398 2:1.0 3:0.0 4:0.10665101945862149 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:13.9220989960398 2:1.0 3:0.0 4:0.0014885917188012087 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:1.29582841490894 2:0.0 3:0.0 4:0.0032549313843817772 5:5.167958656330749E-4 6:0.0
0.0 qid:16 1:1.35032278089123 2:1.0 3:0.0 4:0.005586472503515372 5:0.0020671834625322996 6:0.0
0.0 qid:16 1:4.39293866515523 2:1.0 3:1.0 4:7.22501468446644E-4 5:5.167958656330749E-4 6:0.0
0.0 qid:16 1:14.6049676857071 2:1.0 3:1.0 4:0.007575653494909427 5:0.0020671834625322996 6:0.0
0.0 qid:16 1:1.35032278089123 2:1.0 3:0.0 4:0.008990602132503358 5:5.167958656330749E-4 6:0.0
0.0 qid:16 1:1.35032278089123 2:1.0 3:0.0 4:0.003685661372930417 5:0.0020671834625322996 6:0.0
0.0 qid:16 1:4.39293866515523 2:1.0 3:1.0 4:0.002259429303467789 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:13.9220989960398 2:1.0 3:0.0 4:0.004837241829206486 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:13.9220989960398 2:1.0 3:0.0 4:7.308050168405035E-5 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:14.6049676857071 2:1.0 3:1.0 4:0.008606183985889507 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:4.39293866515523 2:1.0 3:1.0 4:3.1458609146606703E-4 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:14.6049676857071 2:1.0 3:1.0 4:0.009566434093373282 5:5.167958656330749E-4 6:0.0
0.0 qid:16 1:13.9220989960398 2:1.0 3:0.0 4:0.008200016534226662 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:4.39293866515523 2:1.0 3:1.0 4:0.008684809105330728 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:1.29582841490894 2:0.0 3:0.0 4:0.006845508605297594 5:0.0010335917312661498 6:0.0
0.0 qid:16 1:1.35032278089123 2:1.0 3:0.0 4:0.007575653494909427 5:0.0020671834625322996 6:0.0
0.0 qid:16 1:2.51447393227555 2:1.0 3:1.0 4:8.255289024033894E-4 5:0.011369509043927648 6:0.0
0.0 qid:16 1:1.29582841490894 2:0.0 3:0.0 4:0.005351234108752349 5:0.0020671834625322996 6:0.0
0.16666666666666666 qid:17 1:6.26219804289406 2:0.0 3:0.0 4:0.9206114494044688 5:0.004651162790697674 6:0.0
0.0 qid:17 1:6.26219804289406 2:0.0 3:0.0 4:0.0015039374948669834 5:0.004651162790697674 6:0.0
0.0 qid:17 1:6.26219804289406 2:0.0 3:0.0 4:0.001801867573554882 5:0.004651162790697674 6:0.0
0.0 qid:17 1:6.26219804289406 2:0.0 3:0.0 4:0.002468054936756448 5:0.004651162790697674 6:0.0
0.0 qid:17 1:6.26219804289406 2:0.0 3:0.0 4:0.0010830588664271735 5:0.004651162790697674 6:0.0
0.0 qid:18 1:5.00766612072286 2:1.0 3:3.0 4:3.570742327838711E-5 5:0.016537467700258397 6:0.0
0.0 qid:18 1:41.6839909001493 2:0.0 3:3.0 4:2.9320056845600996E-6 5:0.09095607235142118 6:0.0
0.0 qid:18 1:12585.6235215477 2:1.0 3:2.0 4:9.560644688492064E-6 5:5.167958656330749E-4 6:0.0
0.0 qid:18 1:41.6839909001493 2:0.0 3:3.0 4:5.5575628071548345E-6 5:0.0010335917312661498 6:0.0
0.0 qid:18 1:41.6839909001493 2:0.0 3:3.0 4:0.99814724839497 5:0.09095607235142118 6:0.0
0.0 qid:18 1:12585.6235215477 2:1.0 3:2.0 4:1.4903463178522611E-5 5:0.09095607235142118 6:0.0
0.0 qid:18 1:12585.6235215477 2:1.0 3:2.0 4:3.778692796034371E-5 5:5.167958656330749E-4 6:0.0
0.0 qid:18 1:41.6839909001493 2:0.0 3:3.0 4:1.4903463178522611E-5 5:0.09095607235142118 6:0.0
0.0 qid:18 1:13412.3607524422 2:1.0 3:5.0 4:0.001965938701882442 5:0.09095607235142118 6:0.0
0.0 qid:18 1:12585.6235215477 2:1.0 3:2.0 4:9.5324752075116E-6 5:5.167958656330749E-4 6:0.0
0.0 qid:18 1:3.64586948647492 2:1.0 3:2.0 4:8.486844357866308E-6 5:0.0020671834625322996 6:0.0
0.0 qid:18 1:13412.3607524422 2:1.0 3:5.0 4:2.0991519496703627E-4 5:0.0010335917312661498 6:0.0
0.0 qid:18 1:41.6839909001493 2:0.0 3:3.0 4:4.2470655328330004E-5 5:0.09095607235142118 6:0.0
0.0 qid:18 1:13412.3607524422 2:1.0 3:5.0 4:2.5082996758507813E-4 5:0.0020671834625322996 6:0.0
0.0 qid:18 1:13412.3607524422 2:1.0 3:5.0 4:0.9610789994374153 5:0.09095607235142118 6:0.0
0.0 qid:18 1:12585.6235215477 2:1.0 3:2.0 4:0.99814724839497 5:0.09095607235142118 6:0.0
0.0 qid:18 1:13412.3607524422 2:1.0 3:5.0 4:0.0011607425971058866 5:0.004134366925064599 6:0.0
0.3333333333333333 qid:19 1:6024.46789337158 2:2.0 3:1.0 4:0.9461107712649713 5:0.014987080103359173 6:0.0
0.0 qid:19 1:6024.46789337158 2:2.0 3:1.0 4:0.0018258841215418723 5:0.0020671834625322996 6:0.0
0.0 qid:19 1:6024.46789337158 2:2.0 3:1.0 4:9.420459594907263E-4 5:0.016020671834625324 6:0.0
0.0 qid:19 1:6024.46789337158 2:2.0 3:1.0 4:0.003224247977629228 5:0.03772609819121447 6:0.0
0.0 qid:19 1:6024.46789337158 2:2.0 3:1.0 4:0.005546098622482473 5:0.02635658914728682 6:0.0
0.0 qid:20 1:15711.1587039983 2:1.0 3:2.0 4:0.001421165859174199 5:0.03772609819121447 6:0.0
0.0 qid:20 1:15711.1587039983 2:1.0 3:2.0 4:0.0031630141626474272 5:0.012919896640826873 6:0.0
0.0 qid:20 1:15711.1587039983 2:1.0 3:2.0 4:4.8605174916963647E-4 5:0.03772609819121447 6:0.0
0.0 qid:20 1:15711.1587039983 2:1.0 3:2.0 4:0.028854378664695864 5:0.013953488372093023 6:0.0
0.0 qid:20 1:15711.1587039983 2:1.0 3:2.0 4:3.7747953323426404E-4 5:0.008268733850129198 6:0.0
0.0 qid:21 1:2128.38376854749 2:1.0 3:1.0 4:0.008562897109211072 5:5.167958656330749E-4 6:0.0
0.0 qid:21 1:2128.38376854749 2:1.0 3:1.0 4:0.009579127890080719 5:0.004651162790697674 6:0.0
0.0 qid:21 1:2128.38376854749 2:1.0 3:1.0 4:0.1037825155007658 5:0.004651162790697674 6:0.0
0.0 qid:21 1:2128.38376854749 2:1.0 3:1.0 4:0.020297906743746253 5:5.167958656330749E-4 6:0.0
0.0 qid:21 1:2128.38376854749 2:1.0 3:1.0 4:0.012509417319884456 5:5.167958656330749E-4 6:0.0
0.18749999999999997 qid:22 1:43536.953463314 2:2.0 3:3.0 4:0.034197038596039196 5:0.0015503875968992248 6:0.0
0.1234567901234568 qid:22 1:43536.953463314 2:2.0 3:3.0 4:0.0036048346756335638 5:0.014987080103359173 6:0.0
0.08333333333333333 qid:22 1:43536.953463314 2:2.0 3:3.0 4:0.009881072398381152 5:5.167958656330749E-4 6:0.0
0.0 qid:22 1:43536.953463314 2:2.0 3:3.0 4:0.010884880066523456 5:0.002583979328165375 6:0.0
0.0 qid:22 1:43536.953463314 2:2.0 3:3.0 4:0.005469570031954737 5:0.02635658914728682 6:0.0
0.058823529411764705 qid:23 1:15257.0965894713 2:1.0 3:1.0 4:0.03419892688849497 5:0.004134366925064599 6:0.0
0.0 qid:23 1:15257.0965894713 2:1.0 3:1.0 4:0.0031963967047469524 5:0.004134366925064599 6:0.0
0.0 qid:23 1:15257.0965894713 2:1.0 3:1.0 4:0.002092739726243425 5:0.019121447028423774 6:0.0
0.0 qid:23 1:15257.0965894713 2:1.0 3:1.0 4:0.0035543922277238875 5:5.167958656330749E-4 6:0.0
0.0 qid:23 1:15257.0965894713 2:1.0 3:1.0 4:0.0019295942244265262 5:0.0020671834625322996 6:0.0
0.5 qid:25 1:14312.2781998614 2:0.0 3:0.0 4:0.7808734972352206 5:5.167958656330749E-4 6:0.0
0.02702702702702703 qid:25 1:14312.2781998614 2:0.0 3:0.0 4:0.008619883364741345 5:0.09095607235142118 6:0.0
0.0 qid:25 1:14312.2781998614 2:0.0 3:0.0 4:9.560639599131669E-4 5:0.0010335917312661498 6:0.0
0.0 qid:25 1:14312.2781998614 2:0.0 3:0.0 4:0.0056798731671212355 5:0.0010335917312661498 6:0.0
0.0 qid:25 1:14312.2781998614 2:0.0 3:0.0 4:0.0018542206019731265 5:0.0010335917312661498 6:0.0
0.16666666666666666 qid:26 1:14426.7959599993 2:0.0 3:0.0 4:0.9903660733325236 5:0.019121447028423774 6:0.0
0.0 qid:26 1:14426.7959599993 2:0.0 3:0.0 4:3.791080238272972E-5 5:0.0010335917312661498 6:0.0
0.0 qid:26 1:14426.7959599993 2:0.0 3:0.0 4:2.4798481037769034E-5 5:5.167958656330749E-4 6:0.0
0.0 qid:26 1:14426.7959599993 2:0.0 3:0.0 4:2.8606760977547042E-5 5:0.0010335917312661498 6:0.0
0.0 qid:26 1:14426.7959599993 2:0.0 3:0.0 4:4.3161719830383657E-5 5:0.004134366925064599 6:0.0
0.0 qid:26 1:1.20130696104413 2:0.0 3:2.0 4:0.01353685052946532 5:5.167958656330749E-4 6:0.0
0.0 qid:26 1:1.20130696104413 2:0.0 3:2.0 4:0.008580165994425721 5:0.03824289405684755 6:0.0
0.0 qid:26 1:1.20130696104413 2:0.0 3:2.0 4:0.010648203565083773 5:0.004134366925064599 6:0.0
0.0 qid:26 1:1.28387608973017 2:0.0 3:2.0 4:0.015705483383909202 5:0.0020671834625322996 6:0.0
0.0 qid:26 1:1.28387608973017 2:0.0 3:2.0 4:0.007700406906646716 5:0.0020671834625322996 6:0.0
0.0 qid:26 1:1.20130696104413 2:0.0 3:2.0 4:0.015705483383909202 5:0.0020671834625322996 6:0.0
0.0 qid:26 1:1.20130696104413 2:0.0 3:2.0 4:0.013653404874143559 5:0.011369509043927648 6:0.0
0.0 qid:26 1:1.28387608973017 2:0.0 3:2.0 4:0.013653404874143559 5:0.011369509043927648 6:0.0
0.0 qid:26 1:1.28387608973017 2:0.0 3:2.0 4:0.01353685052946532 5:5.167958656330749E-4 6:0.0
0.0 qid:26 1:1.28387608973017 2:0.0 3:2.0 4:0.008580165994425721 5:0.03824289405684755 6:0.0
0.5 qid:28 1:27139.4075476653 2:1.0 3:1.0 4:0.7769849469305278 5:0.013953488372093023 6:0.0
0.09090909090909091 qid:28 1:27139.4075476653 2:1.0 3:1.0 4:8.201532546829178E-5 5:0.0020671834625322996 6:0.0
0.0 qid:28 1:27139.4075476653 2:1.0 3:1.0 4:1.5659339178597097E-4 5:0.016020671834625324 6:0.0
0.0 qid:28 1:27139.4075476653 2:1.0 3:1.0 4:0.1938022774163294 5:0.03772609819121447 6:0.0
0.0 qid:28 1:27139.4075476653 2:1.0 3:1.0 4:4.831147428390107E-5 5:5.167958656330749E-4 6:0.0
0.14285714285714285 qid:29 1:26697.4180371982 2:2.0 3:2.0 4:0.1166925867831864 5:0.022222222222222223 6:0.0
0.14285714285714285 qid:29 1:25.9823958180419 2:2.0 3:2.0 4:0.5787488686647193 5:0.022222222222222223 6:0.0
0.0 qid:29 1:2.26185433068559 2:0.0 3:0.0 4:4.464835932865877E-4 5:0.0015503875968992248 6:0.0
0.0 qid:29 1:2.26185433068559 2:0.0 3:1.0 4:0.0033108516908064187 5:0.0010335917312661498 6:0.0
0.0 qid:29 1:26697.4180371982 2:2.0 3:2.0 4:0.07543405952687862 5:0.014987080103359173 6:0.0
0.0 qid:29 1:2.26185433068559 2:0.0 3:1.0 4:0.0028952283389786933 5:0.008268733850129198 6:0.0
0.0 qid:29 1:2.26185433068559 2:0.0 3:1.0 4:0.0029691276272949983 5:0.03772609819121447 6:0.0
0.0 qid:29 1:25.9823958180419 2:2.0 3:2.0 4:0.11426818602493485 5:0.03772609819121447 6:0.0
0.0 qid:29 1:2.26185433068559 2:0.0 3:1.0 4:0.005550618663847917 5:0.002583979328165375 6:0.0
0.0 qid:29 1:25.9823958180419 2:2.0 3:2.0 4:0.009210066179906348 5:0.0020671834625322996 6:0.0
0.0 qid:29 1:26697.4180371982 2:2.0 3:2.0 4:0.011446015305493142 5:0.002583979328165375 6:0.0
0.0 qid:29 1:1.6678561023262 2:2.0 3:2.0 4:1.9781308516510462E-4 5:0.002583979328165375 6:0.0
0.0 qid:29 1:2.26185433068559 2:0.0 3:0.0 4:2.4187999143411668E-4 5:0.0015503875968992248 6:0.0
0.0 qid:29 1:26697.4180371982 2:2.0 3:2.0 4:0.017974501582833667 5:5.167958656330749E-4 6:0.0
0.0 qid:29 1:25.9823958180419 2:2.0 3:2.0 4:0.011421118331333897 5:5.167958656330749E-4 6:0.0
0.0 qid:29 1:26697.4180371982 2:2.0 3:2.0 4:0.03941487422215501 5:0.0020671834625322996 6:0.0
0.0 qid:29 1:2.26185433068559 2:0.0 3:1.0 4:0.0029703976498126512 5:0.0031007751937984496 6:0.0
0.0 qid:29 1:1.6678561023262 2:2.0 3:2.0 4:0.002587324495186513 5:5.167958656330749E-4 6:0.0
0.0 qid:29 1:1.6678561023262 2:2.0 3:2.0 4:6.77369694416107E-4 5:0.0015503875968992248 6:0.0
0.0 qid:29 1:25.9823958180419 2:2.0 3:2.0 4:0.02617663329122685 5:0.02635658914728682 6:0.0
0.25 qid:30 1:26419.6813687642 2:1.0 3:1.0 4:0.8861233125657375 5:0.026873385012919897 6:0.0
0.0 qid:30 1:2.5048609164793 2:0.0 3:0.0 4:0.003368483894539052 5:0.03462532299741602 6:0.0
0.0 qid:30 1:3.66077588733224 2:1.0 3:1.0 4:4.2373048234956815E-4 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:3.66077588733224 2:1.0 3:1.0 4:0.004605286188485362 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:26419.6813687642 2:1.0 3:1.0 4:0.0012048143418889807 5:0.013953488372093023 6:0.0
0.0 qid:30 1:2.56139104324457 2:0.0 3:1.0 4:0.0018670421684260465 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:7.5225609251366 2:0.0 3:1.0 4:0.0016942904358844253 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:2.5048609164793 2:0.0 3:0.0 4:0.0014798638249431107 5:0.03462532299741602 6:0.0
0.0 qid:30 1:26419.6813687642 2:1.0 3:1.0 4:0.0018670421684260465 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:26419.6813687642 2:1.0 3:1.0 4:0.003368483894539052 5:0.03462532299741602 6:0.0
0.0 qid:30 1:3.66077588733224 2:1.0 3:1.0 4:0.008539466554821112 5:0.014987080103359173 6:0.0
0.0 qid:30 1:26419.6813687642 2:1.0 3:1.0 4:0.0016942904358844253 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:7.5225609251366 2:0.0 3:1.0 4:0.8861233125657375 5:0.026873385012919897 6:0.0
0.0 qid:30 1:2.5048609164793 2:0.0 3:0.0 4:0.0018670421684260465 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:2.56139104324457 2:0.0 3:1.0 4:0.0016942904358844253 5:0.0010335917312661498 6:0.0
0.0 qid:30 1:7.5225609251366 2:0.0 3:1.0 4:0.001750791694856091 5:0.0015503875968992248 6:0.0
